wersja nr 3;wspolczynnik mutacji 0.400000;wielkosc populacji 60
227	100082	189	445	200433	44	660	300423	44	876	400413	44	1091	500151	44	1307	600342	44	1523	700407	44	1738	800172	44	1953	900057	44	2169	1000280	44	2383	1100355	44	2598	1200120	44	2813	1300210	44	3028	1400159	44	3243	1500288	44	3458	1600096	44	3674	1700231	44	3889	1800245	44	4103	1900330	44	4317	2000050	44	4533	2100416	44	4748	2200268	44	4963	2300219	44	5178	2400264	44	5392	2500340	44	5607	2600078	44	5822	2700141	44	6037	2800216	44	6253	2900397	44	6468	3000154	44	6684	3100036	44	6900	3200447	44	7115	3300113	44	7331	3400285	44	7546	3500319	44	
228	100174	202	447	200403	44	661	300072	44	877	400223	44	1092	500202	44	1307	600195	44	1522	700263	44	1737	800216	44	1951	900366	44	2165	1000214	44	2380	1100065	44	2596	1200426	44	2811	1300200	44	3027	1400313	44	3242	1500166	44	3458	1600207	44	3673	1700027	44	3888	1800144	44	4103	1900322	44	4316	2000198	44	4531	2100236	44	4747	2200239	44	4962	2300069	44	5177	2400366	44	5391	2500273	44	5606	2600290	44	5821	2700407	44	6036	2800431	44	6251	2900121	44	6466	3000241	44	6681	3100292	44	6895	3200055	44	7111	3300213	44	7327	3400471	44	7542	3500416	44	
227	100154	157	443	200170	44	657	300068	44	873	400368	44	1088	500272	44	1303	600101	44	1518	700024	44	1733	800464	44	1948	900247	44	2161	1000157	44	2376	1100208	44	2591	1200308	44	2806	1300459	44	3020	1400335	44	3235	1500348	44	3450	1600248	44	3665	1700232	44	3880	1800219	44	4095	1900095	44	4310	2000168	44	4525	2100228	44	4739	2200310	44	4954	2300302	44	5170	2400172	44	5385	2500092	44	5600	2600370	44	5815	2700224	44	6030	2800058	44	6244	2900355	44	6458	3000289	44	6673	3100227	44	6888	3200198	44	7103	3300364	44	7318	3400099	44	7534	3500435	44	
228	100456	191	444	200464	44	658	300043	44	873	400037	44	1088	500314	44	1303	600494	44	1518	700243	44	1733	800391	44	1948	900096	44	2163	1000381	44	2379	1100337	44	2594	1200141	44	2809	1300066	44	3025	1400314	44	3240	1500435	44	3455	1600198	44	3670	1700071	44	3886	1800200	44	4101	1900457	44	4316	2000081	44	4531	2100325	44	4746	2200352	44	4960	2300217	44	5175	2400168	44	5389	2500208	44	5604	2600321	44	5819	2700268	44	6034	2800339	44	6249	2900234	44	6465	3000475	44	6680	3100234	44	6894	3200119	44	7109	3300142	44	7324	3400346	44	7539	3500334	44	
228	100283	162	444	200024	44	659	300138	44	874	400310	44	1090	500340	44	1305	600296	44	1519	700169	44	1734	800091	44	1949	900354	44	2164	1000451	44	2379	1100472	44	2594	1200494	44	2809	1300099	44	3025	1400267	44	3240	1500257	44	3455	1600386	44	3671	1700458	44	3886	1800267	44	4101	1900174	44	4317	2000305	44	4532	2100152	44	4746	2200098	44	4961	2300354	44	5177	2400249	44	5392	2500370	44	5606	2600357	44	5820	2700050	44	6035	2800036	44	6249	2900203	44	6465	3000301	44	6680	3100021	44	6896	3200040	44	7112	3300061	44	7327	3400473	44	7541	3500099	44	
238	100161	49	464	200230	46	690	300277	46	916	400391	46	1142	500258	46	1369	600352	46	1595	700395	46	1818	800341	46	2043	900161	46	2269	1000265	46	2496	1100401	46	2721	1200082	46	2948	1300202	46	3174	1400168	46	3400	1500023	46	3624	1600377	46	3849	1700262	46	4076	1800290	46	4300	1900183	46	4526	2000428	46	4751	2100126	46	4977	2200135	46	5203	2300051	46	5430	2400153	46	5656	2500042	46	5883	2600277	46	6109	2700117	46	6336	2800220	46	6562	2900103	46	6788	3000117	46	7015	3100091	46	7240	3200338	46	7466	3300231	46	7692	3400377	46	7918	3500151	46	
238	100116	46	464	200035	46	688	300232	46	913	400371	46	1139	500162	46	1365	600160	46	1592	700273	46	1818	800326	46	2045	900459	46	2270	1000107	46	2496	1100135	46	2723	1200173	46	2950	1300383	46	3173	1400202	46	3399	1500234	46	3625	1600445	46	3850	1700199	46	4077	1800403	46	4304	1900264	46	4530	2000170	46	4757	2100252	46	4983	2200226	46	5210	2300275	46	5435	2400277	46	5661	2500160	46	5888	2600401	46	6114	2700125	46	6339	2800226	46	6566	2900305	46	6793	3000385	46	7020	3100348	46	7245	3200191	46	7472	3300318	46	7698	3400229	46	7924	3500416	46	
237	100021	53	464	200427	46	690	300175	46	915	400054	46	1141	500181	46	1368	600411	46	1593	700353	46	1819	800309	46	2045	900409	46	2271	1000146	46	2498	1100373	46	2724	1200370	46	2950	1300434	46	3175	1400226	46	3401	1500418	46	3626	1600146	46	3852	1700298	46	4078	1800194	46	4305	1900422	46	4531	2000298	46	4757	2100109	46	4984	2200230	46	5211	2300065	46	5438	2400249	46	5664	2500160	46	5888	2600103	46	6115	2700367	46	6342	2800170	46	6567	2900135	46	6793	3000062	46	7020	3100203	46	7247	3200306	46	7472	3300095	46	7698	3400117	46	7925	3500377	46	
238	100184	62	464	200293	46	690	300225	46	917	400174	46	1143	500151	46	1369	600363	46	1596	700445	46	1821	800047	46	2048	900289	46	2274	1000067	46	2501	1100224	46	2727	1200277	46	2954	1300387	46	3179	1400171	46	3405	1500350	46	3630	1600024	46	3857	1700321	46	4083	1800434	46	4308	1900389	46	4534	2000440	46	4760	2100264	46	4987	2200451	46	5213	2300290	46	5440	2400207	46	5667	2500417	46	5893	2600207	46	6119	2700078	46	6346	2800456	46	6572	2900233	46	6798	3000122	46	7025	3100418	46	7251	3200174	46	7478	3300361	46	7703	3400178	46	7929	3500155	46	
237	100047	62	464	200417	46	688	300111	46	913	400267	46	1139	500448	46	1364	600277	46	1590	700122	46	1818	800422	46	2044	900288	46	2269	1000190	46	2496	1100415	46	2722	1200281	46	2948	1300090	46	3175	1400262	46	3402	1500364	46	3628	1600218	46	3853	1700264	46	4079	1800029	46	4304	1900211	46	4530	2000030	46	4757	2100370	46	4982	2200061	46	5208	2300334	46	5433	2400102	46	5660	2500208	46	5887	2600369	46	6114	2700421	46	6339	2800398	46	6564	2900030	46	6791	3000266	46	7018	3100388	46	7244	3200417	46	7468	3300079	46	7694	3400199	46	7917	3500111	46	
