wersja nr 3;wspolczynnik mutacji 0.200000;wielkosc populacji 5
3538	100006	55	6990	200021	44	10460	300005	44	13931	400028	44	17423	500013	44	20919	600026	44	24397	700027	44	27866	800013	44	31345	900022	44	34818	1000012	44	38288	1100014	44	41762	1200014	44	45250	1300013	44	48739	1400026	44	52220	1500019	44	55682	1600017	44	59173	1700010	44	62654	1800031	44	66132	1900025	44	69617	2000025	44	73095	2100008	44	76577	2200025	44	80050	2300013	44	83498	2400021	44	86987	2500021	44	90467	2600027	44	93942	2700026	44	97415	2800007	44	100904	2900020	44	104381	3000011	44	107857	3100028	44	111347	3200029	44	114825	3300015	44	118283	3400016	44	121766	3500022	44	
3511	100007	49	6969	200012	44	10447	300005	44	13926	400011	44	17400	500003	44	20863	600016	44	24357	700020	44	27818	800016	44	31307	900010	44	34773	1000017	44	38270	1100027	44	41739	1200010	44	45219	1300011	44	48715	1400022	44	52205	1500012	44	55692	1600027	44	59174	1700007	44	62658	1800023	44	66152	1900007	44	69616	2000021	44	73105	2100020	44	76594	2200002	44	80056	2300015	44	83520	2400026	44	86995	2500024	44	90476	2600012	44	93977	2700009	44	97461	2800015	44	100950	2900025	44	104426	3000003	44	107903	3100020	44	111368	3200018	44	114856	3300012	44	118326	3400013	44	121793	3500007	44	
3536	100014	75	7013	200002	44	10495	300018	44	13984	400003	44	17465	500022	44	20925	600014	44	24386	700025	44	27850	800023	44	31306	900018	44	34785	1000021	44	38267	1100032	44	41740	1200012	44	45232	1300031	44	48699	1400023	44	52180	1500007	44	55669	1600027	44	59130	1700002	44	62612	1800011	44	66069	1900027	44	69548	2000010	44	73020	2100027	44	76492	2200016	44	79964	2300011	44	83444	2400018	44	86925	2500003	44	90425	2600010	44	93907	2700022	44	97374	2800013	44	100856	2900010	44	104308	3000025	44	107794	3100005	44	111283	3200007	44	114744	3300013	44	118229	3400004	44	121721	3500021	44	
3537	100003	69	7008	200005	44	10482	300003	44	13953	400020	44	17444	500020	44	20937	600020	44	24424	700006	44	27890	800002	44	31390	900007	44	34859	1000022	44	38328	1100014	44	41805	1200031	44	45287	1300002	44	48763	1400014	44	52233	1500029	44	55670	1600009	44	59144	1700019	44	62628	1800030	44	66092	1900032	44	69552	2000022	44	73016	2100026	44	76480	2200009	44	79937	2300012	44	83414	2400004	44	86891	2500029	44	90374	2600025	44	93870	2700022	44	97359	2800007	44	100823	2900023	44	104280	3000021	44	107738	3100004	44	111215	3200014	44	114686	3300011	44	118164	3400005	44	121643	3500024	44	
3525	100012	45	6980	200026	44	10457	300025	44	13929	400021	44	17408	500024	44	20898	600010	44	24394	700017	44	27868	800005	44	31347	900018	44	34836	1000012	44	38324	1100004	44	41800	1200014	44	45272	1300002	44	48765	1400016	44	52230	1500005	44	55708	1600026	44	59187	1700024	44	62675	1800009	44	66142	1900022	44	69630	2000013	44	73120	2100027	44	76601	2200006	44	80088	2300011	44	83549	2400017	44	87029	2500027	44	90514	2600016	44	93987	2700016	44	97458	2800016	44	100908	2900019	44	104377	3000020	44	107874	3100006	44	111358	3200006	44	114837	3300016	44	118301	3400019	44	121788	3500013	44	
3660	100010	46	7268	200019	46	10882	300017	46	14485	400023	46	18082	500016	46	21689	600030	46	25286	700021	46	28888	800030	46	32479	900008	46	36105	1000003	46	39686	1100020	46	43259	1200006	46	46854	1300018	46	50427	1400024	46	54041	1500002	46	57660	1600011	46	61268	1700006	46	64866	1800019	46	68453	1900031	46	72009	2000030	46	75564	2100009	46	79163	2200012	46	82778	2300010	46	86370	2400017	46	90005	2500021	46	93623	2600018	46	97235	2700017	46	100840	2800010	46	104425	2900006	46	108029	3000013	46	111605	3100024	46	115192	3200009	46	118772	3300016	46	122379	3400011	46	125985	3500016	46	
3673	100016	46	7285	200014	46	10909	300013	46	14496	400028	46	18113	500016	46	21734	600019	46	25330	700023	46	28950	800009	46	32538	900029	46	36145	1000003	46	39769	1100005	46	43375	1200024	46	46985	1300011	46	50619	1400012	46	54250	1500010	46	57872	1600009	46	61484	1700012	46	65101	1800023	46	68662	1900009	46	72266	2000016	46	75868	2100025	46	79475	2200022	46	83084	2300007	46	86705	2400007	46	90344	2500019	46	93965	2600026	46	97577	2700028	46	101203	2800020	46	104834	2900006	46	108454	3000013	46	112061	3100009	46	115665	3200016	46	119283	3300007	46	122898	3400020	46	126489	3500018	46	
3656	100020	46	7249	200014	46	10844	300019	46	14438	400023	46	18026	500007	46	21625	600005	46	25228	700014	46	28810	800007	46	32412	900008	46	36017	1000026	46	39615	1100004	46	43225	1200011	46	46843	1300018	46	50448	1400007	46	54068	1500008	46	57638	1600002	46	61246	1700017	46	64858	1800020	46	68452	1900016	46	72078	2000010	46	75698	2100020	46	79309	2200026	46	82911	2300029	46	86535	2400023	46	90167	2500025	46	93792	2600011	46	97396	2700008	46	101004	2800022	46	104623	2900010	46	108209	3000002	46	111815	3100015	46	115431	3200018	46	119050	3300007	46	122667	3400006	46	126266	3500030	46	
3658	100010	46	7278	200024	46	10893	300005	46	14516	400007	46	18131	500006	46	21748	600019	46	25374	700017	46	28979	800002	46	32599	900026	46	36214	1000020	46	39825	1100003	46	43433	1200010	46	47047	1300001	46	50657	1400002	46	54278	1500024	46	57876	1600013	46	61458	1700030	46	65064	1800015	46	68688	1900006	46	72311	2000018	46	75939	2100021	46	79547	2200029	46	83156	2300004	46	86761	2400005	46	90362	2500012	46	93958	2600004	46	97560	2700002	46	101179	2800008	46	104800	2900025	46	108432	3000027	46	112051	3100012	46	115672	3200005	46	119284	3300005	46	122891	3400006	46	126511	3500011	46	
3653	100015	46	7265	200024	46	10872	300023	46	14478	400017	46	18085	500022	46	21702	600016	46	25326	700018	46	28931	800018	46	32537	900011	46	36129	1000003	46	39717	1100013	46	43314	1200016	46	46935	1300025	46	50537	1400004	46	54161	1500006	46	57783	1600008	46	61383	1700012	46	65001	1800026	46	68588	1900014	46	72210	2000031	46	75833	2100004	46	79454	2200017	46	83064	2300026	46	86676	2400019	46	90290	2500020	46	93924	2600010	46	97543	2700005	46	101140	2800012	46	104743	2900008	46	108355	3000011	46	111960	3100005	46	115557	3200015	46	119156	3300002	46	122769	3400004	46	126371	3500028	46	
1261	100037	3177	2511	200053	1730	3754	300008	786	4976	400077	313	6178	500080	206	7377	600071	200	8582	700030	200	9786	800038	200	10988	900032	200	12195	1000061	200	13405	1100059	200	14612	1200089	200	15813	1300051	200	17004	1400076	200	18213	1500040	200	19419	1600028	200	20621	1700084	200	21827	1800036	200	23027	1900046	200	24226	2000079	200	25414	2100050	200	26603	2200048	200	27795	2300017	200	28964	2400062	200	30172	2500038	200	31382	2600049	200	32592	2700069	200	33802	2800061	200	35001	2900063	200	36187	3000056	200	37392	3100009	200	38597	3200062	200	39810	3300082	200	41019	3400046	200	42231	3500071	200	
