wersja nr 1;wspolczynnik mutacji 3.200000;wielkosc populacji 60
335	100237	331	656	200083	44	974	300280	44	1291	400087	44	1609	500088	44	1924	600022	44	2243	700231	44	2561	800259	44	2877	900249	44	3195	1000221	44	3512	1100198	44	3830	1200124	44	4149	1300307	44	4467	1400131	44	4786	1500203	44	5104	1600133	44	5420	1700258	44	5738	1800308	44	6055	1900120	44	6372	2000024	44	6690	2100033	44	7007	2200139	44	7325	2300183	44	7642	2400206	44	7960	2500333	44	8276	2600135	44	8594	2700280	44	8912	2800226	44	9230	2900125	44	9548	3000096	44	9867	3100221	44	10185	3200332	44	10502	3300242	44	10819	3400146	44	11136	3500218	44	
336	100163	343	659	200177	44	978	300287	44	1296	400300	44	1611	500081	44	1930	600066	44	2249	700295	44	2562	800154	44	2880	900103	44	3193	1000046	44	3509	1100089	44	3826	1200137	44	4144	1300108	44	4462	1400239	44	4777	1500030	44	5091	1600025	44	5405	1700087	44	5724	1800074	44	6043	1900161	44	6362	2000212	44	6680	2100093	44	6996	2200261	44	7312	2300320	44	7630	2400028	44	7947	2500047	44	8266	2600031	44	8585	2700051	44	8901	2800110	44	9220	2900186	44	9539	3000132	44	9857	3100266	44	10175	3200200	44	10493	3300105	44	10812	3400303	44	11130	3500078	44	
334	100046	328	656	200063	44	974	300275	44	1292	400257	44	1610	500108	44	1929	600071	44	2248	700115	44	2564	800075	44	2883	900281	44	3202	1000317	44	3520	1100198	44	3839	1200247	44	4156	1300305	44	4473	1400185	44	4791	1500296	44	5109	1600156	44	5428	1700338	44	5746	1800089	44	6064	1900154	44	6382	2000306	44	6700	2100021	44	7019	2200270	44	7336	2300139	44	7655	2400075	44	7974	2500053	44	8292	2600166	44	8609	2700101	44	8928	2800311	44	9245	2900120	44	9563	3000235	44	9881	3100158	44	10200	3200161	44	10517	3300104	44	10835	3400042	44	11153	3500060	44	
336	100212	342	660	200299	44	979	300110	44	1299	400242	44	1618	500226	44	1938	600274	44	2257	700098	44	2576	800203	44	2896	900283	44	3215	1000094	44	3535	1100296	44	3852	1200041	44	4169	1300187	44	4488	1400184	44	4807	1500033	44	5127	1600076	44	5446	1700055	44	5765	1800185	44	6083	1900309	44	6402	2000133	44	6721	2100052	44	7041	2200250	44	7360	2300219	44	7678	2400065	44	7997	2500286	44	8314	2600089	44	8633	2700259	44	8951	2800102	44	9267	2900086	44	9582	3000118	44	9899	3100028	44	10218	3200163	44	10536	3300280	44	10855	3400232	44	11172	3500038	44	
336	100092	315	659	200139	44	977	300066	44	1296	400100	44	1616	500222	44	1936	600227	44	2256	700212	44	2575	800150	44	2895	900159	44	3213	1000209	44	3531	1100181	44	3849	1200306	44	4168	1300140	44	4487	1400172	44	4806	1500058	44	5126	1600266	44	5445	1700257	44	5761	1800250	44	6079	1900079	44	6398	2000290	44	6717	2100224	44	7035	2200276	44	7353	2300329	44	7671	2400086	44	7991	2500119	44	8310	2600046	44	8629	2700128	44	8948	2800111	44	9268	2900246	44	9586	3000058	44	9904	3100062	44	10223	3200235	44	10541	3300050	44	10857	3400171	44	11172	3500192	44	
343	100025	343	676	200097	46	1007	300077	46	1338	400291	46	1669	500311	46	2000	600303	46	2331	700037	46	2660	800055	46	2991	900127	46	3322	1000231	46	3652	1100105	46	3982	1200311	46	4313	1300224	46	4644	1400152	46	4972	1500043	46	5303	1600184	46	5632	1700259	46	5961	1800199	46	6292	1900157	46	6624	2000300	46	6953	2100106	46	7284	2200146	46	7615	2300269	46	7945	2400060	46	8276	2500068	46	8607	2600030	46	8938	2700197	46	9268	2800093	46	9598	2900214	46	9928	3000052	46	10260	3100321	46	10590	3200027	46	10922	3300310	46	11250	3400114	46	11578	3500020	46	
342	100177	349	676	200081	46	1007	300208	46	1336	400040	46	1668	500247	46	1996	600311	46	2326	700098	46	2657	800041	46	2986	900066	46	3317	1000128	46	3648	1100319	46	3979	1200126	46	4310	1300024	46	4641	1400204	46	4971	1500082	46	5300	1600173	46	5627	1700072	46	5958	1800224	46	6288	1900095	46	6619	2000315	46	6949	2100063	46	7276	2200195	46	7605	2300098	46	7935	2400073	46	8266	2500058	46	8598	2600272	46	8929	2700144	46	9259	2800145	46	9589	2900028	46	9918	3000100	46	10249	3100319	46	10579	3200073	46	10909	3300183	46	11239	3400022	46	11570	3500155	46	
344	100200	300	677	200118	46	1008	300209	46	1338	400214	46	1666	500123	46	1994	600058	46	2324	700153	46	2653	800254	46	2982	900226	46	3311	1000194	46	3642	1100198	46	3972	1200055	46	4303	1300183	46	4633	1400246	46	4963	1500293	46	5293	1600167	46	5623	1700214	46	5954	1800195	46	6284	1900132	46	6614	2000263	46	6943	2100241	46	7274	2200124	46	7605	2300112	46	7934	2400289	46	8264	2500168	46	8595	2600162	46	8924	2700185	46	9254	2800245	46	9584	2900144	46	9914	3000241	46	10244	3100021	46	10576	3200312	46	10906	3300309	46	11237	3400302	46	11568	3500211	46	
343	100191	342	675	200297	46	1005	300145	46	1331	400217	46	1658	500183	46	1989	600278	46	2319	700171	46	2649	800073	46	2980	900116	46	3312	1000235	46	3642	1100143	46	3972	1200307	46	4303	1300148	46	4634	1400118	46	4965	1500289	46	5296	1600143	46	5627	1700151	46	5958	1800036	46	6287	1900023	46	6619	2000230	46	6950	2100287	46	7279	2200166	46	7608	2300113	46	7940	2400179	46	8270	2500056	46	8601	2600036	46	8933	2700110	46	9264	2800166	46	9596	2900292	46	9925	3000182	46	10257	3100267	46	10586	3200076	46	10917	3300062	46	11249	3400100	46	11579	3500082	46	
343	100170	344	676	200281	46	1007	300147	46	1338	400248	46	1670	500284	46	2001	600174	46	2332	700107	46	2663	800226	46	2995	900290	46	3325	1000052	46	3655	1100043	46	3986	1200123	46	4316	1300229	46	4647	1400145	46	4978	1500031	46	5309	1600272	46	5639	1700090	46	5969	1800029	46	6299	1900183	46	6628	2000080	46	6959	2100254	46	7289	2200297	46	7620	2300313	46	7949	2400107	46	8280	2500164	46	8611	2600214	46	8942	2700143	46	9270	2800090	46	9602	2900197	46	9932	3000066	46	10261	3100100	46	10594	3200324	46	10924	3300177	46	11254	3400111	46	11584	3500075	46	
